time,open,high,low,close,tick_volume,spread,real_volume
2019-05-27,1284.57,1287.28,1283.67,1284.91,11646,24,0
2019-05-28,1284.87,1286.46,1276.06,1279.23,26591,23,0
2019-05-29,1279.42,1285.46,1279.06,1279.69,31727,23,0
2019-05-30,1279.71,1289.12,1274.92,1288.28,29268,23,0
2019-05-31,1288.33,1306.87,1287.88,1305.35,36975,23,0
2019-06-03,1307.39,1327.87,1305.93,1324.6,39135,23,0
2019-06-04,1324.24,1328.95,1319.82,1325.1,38816,23,0
2019-06-05,1324.3,1343.99,1324.25,1330.09,49702,23,0
2019-06-06,1332.0,1339.74,1327.13,1335.36,42708,23,0
2019-06-07,1335.34,1348.18,1330.18,1340.3,40773,23,0
2019-06-10,1336.64,1337.59,1324.98,1327.84,38615,23,0
2019-06-11,1327.55,1329.79,1319.78,1326.58,37503,23,0
2019-06-12,1326.39,1338.31,1325.93,1333.36,39368,23,0
2019-06-13,1333.11,1343.03,1332.33,1341.83,34792,23,0
2019-06-14,1341.65,1358.07,1337.76,1341.33,47603,23,0
2019-06-17,1341.77,1343.42,1332.88,1339.52,39039,23,0
2019-06-18,1339.2,1354.52,1338.54,1346.39,54742,23,0
2019-06-19,1345.91,1362.49,1341.26,1360.18,52335,23,0
2019-06-20,1360.06,1393.79,1357.61,1388.18,63933,23,0
2019-06-21,1387.14,1411.71,1382.43,1398.66,73412,23,0
2019-06-24,1400.0,1421.26,1399.45,1419.29,52778,23,0
2019-06-25,1419.38,1439.04,1411.87,1423.09,79550,23,0
2019-06-26,1423.56,1423.99,1401.86,1408.89,70047,23,0
2019-06-27,1409.13,1412.07,1398.61,1409.73,51486,23,0
2019-06-28,1409.7,1424.55,1405.59,1409.38,53342,23,0
2019-07-01,1398.54,1398.54,1381.72,1384.15,60100,23,0
2019-07-02,1383.38,1420.91,1383.1,1417.94,51745,23,0
2019-07-03,1421.61,1437.58,1412.0,1418.4,61094,23,0
2019-07-04,1418.58,1421.56,1410.13,1415.18,26874,23,0
2019-07-05,1415.83,1424.1,1386.62,1398.44,49739,23,0
2019-07-08,1398.28,1407.48,1391.63,1395.05,40168,23,0
2019-07-09,1395.02,1399.79,1385.66,1397.3,35530,23,0
2019-07-10,1397.22,1418.72,1389.81,1418.59,42551,23,0
2019-07-11,1418.29,1427.0,1400.99,1403.49,43688,23,0
2019-07-12,1403.98,1416.77,1403.04,1415.17,36643,23,0
2019-07-15,1415.41,1419.64,1407.58,1413.63,33559,23,0
2019-07-16,1413.8,1418.14,1400.97,1405.53,36489,23,0
2019-07-17,1405.75,1426.66,1399.99,1425.93,35063,23,0
2019-07-18,1425.82,1448.01,1414.51,1445.98,51521,23,0
2019-07-19,1446.14,1452.87,1420.13,1424.78,58843,23,0
2019-07-22,1427.39,1429.77,1422.14,1424.5,41046,23,0
2019-07-23,1425.23,1430.04,1414.08,1417.39,40957,23,0
2019-07-24,1417.78,1429.46,1416.22,1425.39,39763,23,0
2019-07-25,1426.02,1433.68,1411.03,1414.04,44893,23,0
2019-07-26,1414.07,1424.72,1413.35,1418.3,32873,23,0
2019-07-29,1418.69,1428.04,1414.68,1426.58,26851,23,0
2019-07-30,1426.52,1433.06,1422.21,1430.62,31197,23,0
2019-07-31,1430.79,1434.08,1410.39,1412.49,45878,23,0
2019-08-01,1413.42,1445.9,1400.39,1443.87,57066,23,0
2019-08-02,1444.74,1448.6,1430.24,1440.89,58304,23,0
2019-08-05,1439.85,1469.65,1436.68,1463.62,53733,23,0
2019-08-06,1468.57,1474.75,1456.36,1474.27,49679,23,0
2019-08-07,1473.46,1510.28,1472.14,1500.94,60095,23,0
2019-08-08,1500.29,1509.42,1489.93,1500.91,50085,23,0
2019-08-09,1505.15,1508.74,1494.73,1496.98,44615,23,0
2019-08-12,1497.75,1519.3,1487.64,1510.78,50789,23,0
2019-08-13,1510.75,1534.91,1479.72,1501.02,70076,23,0
2019-08-14,1501.72,1523.89,1494.06,1516.3,74827,23,0
2019-08-15,1515.88,1526.9,1507.86,1523.0,80780,23,0
2019-08-16,1522.86,1527.9,1503.67,1512.77,56496,23,0
2019-08-19,1512.45,1512.85,1493.14,1495.81,51979,23,0
2019-08-20,1495.6,1508.51,1492.88,1507.19,43454,23,0
2019-08-21,1506.91,1507.93,1496.38,1502.36,41637,23,0
2019-08-22,1501.53,1504.42,1492.38,1497.92,43607,24,0
2019-08-23,1497.8,1530.09,1493.42,1525.93,57902,23,0
2019-08-26,1535.3,1555.1,1524.96,1527.19,79463,23,0
2019-08-27,1526.86,1544.6,1525.58,1542.41,54494,23,0
2019-08-28,1541.78,1546.76,1531.82,1539.03,58187,23,0
2019-08-29,1539.31,1550.25,1519.47,1527.3,67147,23,0
2019-08-30,1527.19,1533.01,1516.97,1519.94,60320,23,0
2019-09-02,1526.23,1533.72,1519.26,1529.44,35600,23,0
2019-09-03,1528.78,1549.61,1521.56,1547.45,63902,23,0
2019-09-04,1546.47,1556.92,1533.73,1552.37,62834,23,0
2019-09-05,1551.81,1552.9,1506.18,1518.87,71472,23,0
2019-09-06,1517.15,1527.78,1502.45,1506.0,79085,23,0
2019-09-09,1507.8,1515.38,1497.52,1498.79,62855,23,0
2019-09-10,1498.62,1500.86,1484.4,1485.14,66239,23,0
2019-09-11,1485.55,1498.16,1484.91,1496.63,51770,23,0
2019-09-12,1497.22,1524.09,1489.11,1498.77,68116,23,0
2019-09-13,1498.4,1508.89,1485.66,1488.07,56828,23,0
2019-09-16,1506.66,1512.0,1495.78,1498.03,65984,23,0
2019-09-17,1498.49,1506.98,1493.34,1501.15,53184,23,0
2019-09-18,1501.2,1511.53,1484.05,1493.84,48481,23,0
2019-09-19,1493.81,1504.4,1488.87,1498.7,58354,23,0
2019-09-20,1498.95,1516.96,1497.84,1516.21,47813,23,0
2019-09-23,1513.93,1526.72,1510.64,1521.92,58388,24,0
2019-09-24,1521.95,1535.63,1515.54,1532.01,61771,23,0
2019-09-25,1531.4,1535.03,1500.4,1503.42,66383,23,0
2019-09-26,1503.65,1512.22,1500.7,1504.34,59251,23,0
2019-09-27,1504.24,1507.29,1486.79,1496.72,68415,23,0
2019-09-30,1495.03,1500.36,1464.38,1472.34,67755,23,0
2019-10-01,1472.33,1487.1,1458.98,1478.91,71976,23,0
2019-10-02,1478.6,1504.92,1474.39,1499.69,71182,23,0
2019-10-03,1499.29,1519.43,1495.71,1504.82,71257,23,0
2019-10-04,1505.1,1513.97,1495.71,1504.3,68660,23,0
2019-10-07,1511.85,1512.45,1487.97,1493.08,68491,23,0
2019-10-08,1493.14,1509.52,1486.87,1505.4,84229,24,0
2019-10-09,1504.96,1512.3,1499.76,1505.49,68331,23,0
2019-10-10,1505.74,1516.92,1490.97,1493.38,88561,23,0
2019-10-11,1493.65,1503.09,1473.89,1488.64,90214,23,0
