open,high,low,close,<SPREAD>,time,spread,real_volume,volume,tick_volume
925.25,931.9,914.1,923.93,0.0,2008-04-14 00:00:00,,,22736.0,
923.9,936.33,922.78,927.8,0.0,2008-04-15 00:00:00,,,19845.0,
927.79,949.03,924.4,944.4,0.0,2008-04-16 00:00:00,,,20667.0,
944.47,952.8,937.28,938.55,0.0,2008-04-17 00:00:00,,,20990.0,
938.58,946.55,904.63,916.3,0.0,2008-04-18 00:00:00,,,20606.0,
916.0,928.68,911.05,916.78,0.0,2008-04-21 00:00:00,,,22122.0,
916.58,925.4,911.63,915.75,0.0,2008-04-22 00:00:00,,,22547.0,
916.05,922.78,896.9,904.18,0.0,2008-04-23 00:00:00,,,21974.0,
903.83,907.0,883.13,885.95,0.0,2008-04-24 00:00:00,,,22693.0,
886.0,896.4,877.7,886.05,0.0,2008-04-25 00:00:00,,,23027.0,
886.0,895.78,886.0,893.2,0.0,2008-04-28 00:00:00,,,20617.0,
893.01,893.58,868.55,870.28,0.0,2008-04-29 00:00:00,,,20358.0,
870.33,878.63,862.38,877.43,0.0,2008-04-30 00:00:00,,,26042.0,
877.1,881.7,847.3,852.58,0.0,2008-05-01 00:00:00,,,26399.0,
852.65,859.2,845.05,855.98,0.0,2008-05-02 00:00:00,,,23612.0,
856.05,874.38,854.88,874.13,0.0,2008-05-05 00:00:00,,,18625.0,
874.05,882.83,871.18,876.18,0.0,2008-05-06 00:00:00,,,20299.0,
876.13,881.12,863.59,868.7,0.0,2008-05-07 00:00:00,,,23487.0,
868.72,885.47,865.35,881.68,0.0,2008-05-08 00:00:00,,,25060.0,
881.72,889.6,870.35,884.45,0.0,2008-05-09 00:00:00,,,22475.0,
884.55,889.75,877.78,882.47,0.0,2008-05-12 00:00:00,,,24697.0,
882.53,885.58,860.75,866.95,0.0,2008-05-13 00:00:00,,,20099.0,
866.84,870.95,859.6,864.11,0.0,2008-05-14 00:00:00,,,23393.0,
864.2,887.65,862.1,881.9,0.0,2008-05-15 00:00:00,,,22950.0,
881.85,904.8,880.13,902.25,0.0,2008-05-16 00:00:00,,,24132.0,
902.15,913.8,900.68,905.14,0.0,2008-05-19 00:00:00,,,20934.0,
905.19,923.4,902.7,919.13,0.0,2008-05-20 00:00:00,,,21306.0,
919.15,932.65,916.22,932.5,0.0,2008-05-21 00:00:00,,,22315.0,
932.45,935.25,917.33,921.5,0.0,2008-05-22 00:00:00,,,26950.0,
921.43,929.18,914.95,924.6,0.0,2008-05-23 00:00:00,,,20916.0,
925.05,929.1,923.45,928.88,0.0,2008-05-26 00:00:00,,,5485.0,
928.2,930.75,904.15,905.85,0.0,2008-05-27 00:00:00,,,20350.0,
905.78,909.83,889.28,900.85,0.0,2008-05-28 00:00:00,,,23214.0,
900.93,903.45,873.43,877.7,0.0,2008-05-29 00:00:00,,,25026.0,
877.63,889.08,870.53,886.4,0.0,2008-05-30 00:00:00,,,22865.0,
886.5,897.4,881.05,891.13,0.0,2008-06-02 00:00:00,,,23352.0,
891.05,896.75,875.25,880.13,0.0,2008-06-03 00:00:00,,,22126.0,
880.28,886.68,876.03,878.9,0.0,2008-06-04 00:00:00,,,23291.0,
878.68,880.05,864.85,877.15,0.0,2008-06-05 00:00:00,,,21918.0,
877.38,902.15,877.28,901.93,0.0,2008-06-06 00:00:00,,,23733.0,
901.85,909.15,890.9,892.58,0.0,2008-06-09 00:00:00,,,27485.0,
892.53,894.93,864.1,866.7,0.0,2008-06-10 00:00:00,,,28238.0,
866.63,882.85,866.53,880.25,0.0,2008-06-11 00:00:00,,,24612.0,
880.33,882.2,857.35,868.13,0.0,2008-06-12 00:00:00,,,25255.0,
868.3,874.3,859.5,871.15,0.0,2008-06-13 00:00:00,,,24047.0,
870.8,894.6,866.55,882.03,0.0,2008-06-16 00:00:00,,,21016.0,
882.05,888.5,874.13,882.2,0.0,2008-06-17 00:00:00,,,24714.0,
882.27,895.65,880.33,894.45,0.0,2008-06-18 00:00:00,,,22846.0,
894.3,908.65,886.72,897.68,0.0,2008-06-19 00:00:00,,,24566.0,
898.0,907.75,895.83,901.73,0.0,2008-06-20 00:00:00,,,22290.0,
901.4,907.35,875.55,883.48,0.0,2008-06-23 00:00:00,,,16934.0,
883.63,894.1,882.63,889.38,0.0,2008-06-24 00:00:00,,,21636.0,
889.34,890.72,873.5,885.95,0.0,2008-06-25 00:00:00,,,23773.0,
885.88,918.1,884.78,916.78,0.0,2008-06-26 00:00:00,,,23393.0,
916.97,930.72,910.25,927.4,0.0,2008-06-27 00:00:00,,,25187.0,
927.55,935.3,918.45,925.35,0.0,2008-06-30 00:00:00,,,23829.0,
925.3,945.95,921.93,939.6,0.0,2008-07-01 00:00:00,,,24543.0,
939.7,945.55,931.65,945.25,0.0,2008-07-02 00:00:00,,,25376.0,
945.15,946.75,926.8,934.18,0.0,2008-07-03 00:00:00,,,21182.0,
934.15,936.33,929.03,933.9,0.0,2008-07-04 00:00:00,,,5650.0,
932.36,933.35,915.03,925.78,0.0,2008-07-07 00:00:00,,,23794.0,
925.7,933.13,912.47,919.63,0.0,2008-07-08 00:00:00,,,25165.0,
919.35,928.9,915.88,928.53,0.0,2008-07-09 00:00:00,,,22807.0,
928.35,947.75,925.47,947.18,0.0,2008-07-10 00:00:00,,,23785.0,
947.05,967.78,941.5,963.8,0.0,2008-07-11 00:00:00,,,26466.0,
963.7,963.7,963.7,963.7,0.0,2008-07-13 00:00:00,,,1.0,
963.8,975.22,953.75,972.3,0.0,2008-07-14 00:00:00,,,24911.0,
972.4,988.28,967.93,977.23,0.0,2008-07-15 00:00:00,,,25738.0,
977.35,981.18,957.6,959.9,0.0,2008-07-16 00:00:00,,,24995.0,
959.97,978.78,952.55,957.55,0.0,2008-07-17 00:00:00,,,28960.0,
957.5,964.58,949.83,954.63,0.0,2008-07-18 00:00:00,,,23814.0,
956.48,968.3,955.25,965.58,0.0,2008-07-21 00:00:00,,,19723.0,
965.7,976.13,943.58,946.13,0.0,2008-07-22 00:00:00,,,19251.0,
946.2,949.0,917.78,920.55,0.0,2008-07-23 00:00:00,,,24170.0,
920.7,931.13,916.22,927.9,0.0,2008-07-24 00:00:00,,,26471.0,
927.55,935.05,918.69,929.28,0.0,2008-07-25 00:00:00,,,24745.0,
929.1,932.8,922.65,930.48,0.0,2008-07-28 00:00:00,,,21000.0,
930.65,933.05,914.1,918.58,0.0,2008-07-29 00:00:00,,,20202.0,
918.75,919.23,893.8,906.04,0.0,2008-07-30 00:00:00,,,21160.0,
906.23,925.4,905.8,913.7,0.0,2008-07-31 00:00:00,,,17681.0,
913.8,917.1,901.7,910.32,0.0,2008-08-01 00:00:00,,,20979.0,
910.0,915.43,893.85,894.55,0.0,2008-08-04 00:00:00,,,19101.0,
894.51,895.55,872.63,873.97,0.0,2008-08-05 00:00:00,,,26647.0,
874.05,886.47,872.68,879.86,0.0,2008-08-06 00:00:00,,,23167.0,
880.0,884.9,867.75,872.55,0.0,2008-08-07 00:00:00,,,22958.0,
872.57,873.83,850.72,856.48,0.0,2008-08-08 00:00:00,,,25634.0,
855.65,865.85,818.2,823.43,0.0,2008-08-11 00:00:00,,,26436.0,
823.55,826.88,801.79,811.93,0.0,2008-08-12 00:00:00,,,31669.0,
811.76,829.8,805.15,826.73,0.0,2008-08-13 00:00:00,,,31527.0,
826.63,836.7,804.65,806.7,0.0,2008-08-14 00:00:00,,,27808.0,
806.6,807.45,772.8,787.15,0.0,2008-08-15 00:00:00,,,19985.0,
790.2,803.88,789.5,799.97,0.0,2008-08-18 00:00:00,,,22452.0,
799.8,816.8,782.2,813.88,0.0,2008-08-19 00:00:00,,,25276.0,
813.85,818.33,800.03,813.38,0.0,2008-08-20 00:00:00,,,22408.0,
813.5,839.1,811.58,836.38,0.0,2008-08-21 00:00:00,,,24329.0,
836.4,838.05,821.1,822.8,0.0,2008-08-22 00:00:00,,,20908.0,
824.25,826.1,816.03,821.72,0.0,2008-08-25 00:00:00,,,21670.0,
821.73,830.6,806.9,824.85,0.0,2008-08-26 00:00:00,,,27912.0,
824.8,835.25,821.88,826.8,0.0,2008-08-27 00:00:00,,,27701.0,
826.72,844.03,825.28,833.75,0.0,2008-08-28 00:00:00,,,26574.0,
833.7,838.65,829.28,830.85,0.0,2008-08-29 00:00:00,,,23264.0,
834.78,836.3,815.9,817.45,0.0,2008-09-01 00:00:00,,,12033.0,
817.55,819.88,790.65,805.05,0.0,2008-09-02 00:00:00,,,33435.0,
805.08,808.38,789.35,801.2,0.0,2008-09-03 00:00:00,,,34389.0,
801.18,814.83,793.8,796.25,0.0,2008-09-04 00:00:00,,,32897.0,
796.23,819.33,790.4,803.1,0.0,2008-09-05 00:00:00,,,35949.0,
804.53,818.13,796.78,802.05,0.0,2008-09-08 00:00:00,,,36412.0,
802.03,804.93,775.9,777.13,0.0,2008-09-09 00:00:00,,,35728.0,
777.05,783.65,751.43,752.35,0.0,2008-09-10 00:00:00,,,35369.0,
752.4,758.2,736.18,746.7,0.0,2008-09-11 00:00:00,,,38367.0,
746.8,766.6,746.0,765.05,0.0,2008-09-12 00:00:00,,,34439.0,
769.45,787.55,764.2,786.08,0.0,2008-09-15 00:00:00,,,40302.0,
786.0,789.85,772.13,779.55,0.0,2008-09-16 00:00:00,,,39036.0,
779.5,868.45,774.15,863.7,0.0,2008-09-17 00:00:00,,,44651.0,
863.72,920.34,833.4,852.6,0.0,2008-09-18 00:00:00,,,58253.0,
852.75,877.38,824.2,873.07,0.0,2008-09-19 00:00:00,,,47990.0,
871.75,908.78,862.05,897.7,0.0,2008-09-22 00:00:00,,,45886.0,
897.85,909.55,880.5,891.6,0.0,2008-09-23 00:00:00,,,44857.0,
891.7,901.8,875.5,882.78,0.0,2008-09-24 00:00:00,,,33923.0,
882.75,897.08,863.73,877.38,0.0,2008-09-25 00:00:00,,,35930.0,
877.4,911.6,865.93,877.93,0.0,2008-09-26 00:00:00,,,38946.0,
872.1,926.7,867.0,908.25,0.0,2008-09-29 00:00:00,,,42731.0,
909.2,914.7,856.85,871.5,0.0,2008-09-30 00:00:00,,,43551.0,
871.43,893.4,864.73,870.6,0.0,2008-10-01 00:00:00,,,41487.0,
870.63,876.33,829.8,836.25,0.0,2008-10-02 00:00:00,,,39409.0,
836.05,847.5,819.2,835.45,0.0,2008-10-03 00:00:00,,,39427.0,
832.9,876.3,825.5,859.53,0.0,2008-10-06 00:00:00,,,39344.0,
859.5,891.6,856.2,887.68,0.0,2008-10-07 00:00:00,,,40945.0,
887.7,921.75,877.98,908.0,0.0,2008-10-08 00:00:00,,,42819.0,
908.05,924.5,880.75,912.23,0.0,2008-10-09 00:00:00,,,36830.0,
912.2,930.48,826.63,849.55,0.0,2008-10-10 00:00:00,,,49878.0,
850.6,872.23,822.5,832.85,0.0,2008-10-13 00:00:00,,,35772.0,
832.98,854.1,831.35,836.55,0.0,2008-10-14 00:00:00,,,38540.0,
836.6,856.83,831.47,846.68,0.0,2008-10-15 00:00:00,,,37072.0,
846.73,850.15,785.18,804.3,0.0,2008-10-16 00:00:00,,,41667.0,
804.43,815.13,772.3,783.05,0.0,2008-10-17 00:00:00,,,40339.0,
776.4,810.3,776.39,797.2,0.0,2008-10-20 00:00:00,,,39055.0,
797.25,803.65,765.3,771.65,0.0,2008-10-21 00:00:00,,,38032.0,
771.7,776.95,720.34,729.7,0.0,2008-10-22 00:00:00,,,43797.0,
729.75,735.28,698.15,721.3,0.0,2008-10-23 00:00:00,,,42255.0,
721.33,749.65,681.43,734.3,0.0,2008-10-24 00:00:00,,,48615.0,
734.6,734.6,734.6,734.6,0.0,2008-10-26 00:00:00,,,1.0,
735.55,747.15,707.05,730.68,0.0,2008-10-27 00:00:00,,,45962.0,
731.53,755.8,724.15,745.55,0.0,2008-10-28 00:00:00,,,43490.0,
746.7,774.55,736.85,756.3,0.0,2008-10-29 00:00:00,,,41445.0,
757.18,777.85,733.15,737.68,0.0,2008-10-30 00:00:00,,,42304.0,
738.05,741.98,717.28,724.2,0.0,2008-10-31 00:00:00,,,38503.0,
726.78,739.5,722.2,723.83,0.0,2008-11-03 00:00:00,,,33532.0,
723.9,768.18,721.93,762.63,0.0,2008-11-04 00:00:00,,,37023.0,
762.58,769.6,736.25,740.28,0.0,2008-11-05 00:00:00,,,42252.0,
740.3,760.2,728.8,732.47,0.0,2008-11-06 00:00:00,,,40722.0,
732.4,744.85,725.75,736.2,0.0,2008-11-07 00:00:00,,,34727.0,
737.03,768.5,737.03,746.3,0.0,2008-11-10 00:00:00,,,36266.0,
745.95,750.55,726.85,731.53,0.0,2008-11-11 00:00:00,,,32244.0,
731.55,739.05,709.2,711.6,0.0,2008-11-12 00:00:00,,,35817.0,
711.85,739.73,699.7,736.35,0.0,2008-11-13 00:00:00,,,40820.0,
736.38,754.3,725.3,741.65,0.0,2008-11-14 00:00:00,,,39720.0,
740.7,749.45,730.8,737.6,0.0,2008-11-17 00:00:00,,,36413.0,
737.65,746.05,731.5,738.2,0.0,2008-11-18 00:00:00,,,34360.0,
738.23,763.1,731.98,735.05,0.0,2008-11-19 00:00:00,,,33751.0,
735.08,753.15,732.9,745.65,0.0,2008-11-20 00:00:00,,,37369.0,
745.8,802.38,742.78,800.38,0.0,2008-11-21 00:00:00,,,42174.0,
799.53,829.7,786.4,821.4,0.0,2008-11-24 00:00:00,,,40937.0,
821.45,830.8,802.9,820.2,0.0,2008-11-25 00:00:00,,,38457.0,
820.18,823.03,808.53,812.55,0.0,2008-11-26 00:00:00,,,30717.0,
812.58,817.53,809.7,815.75,0.0,2008-11-27 00:00:00,,,9085.0,
815.78,820.48,809.43,817.93,0.0,2008-11-28 00:00:00,,,19286.0,
817.9,819.05,768.3,769.0,0.0,2008-12-01 00:00:00,,,34674.0,
769.03,787.03,761.7,781.88,0.0,2008-12-02 00:00:00,,,40784.0,
781.93,783.2,764.05,774.3,0.0,2008-12-03 00:00:00,,,35199.0,
774.28,788.1,762.75,766.8,0.0,2008-12-04 00:00:00,,,35980.0,
766.78,772.9,741.13,755.88,0.0,2008-12-05 00:00:00,,,35133.0,
754.95,782.2,753.68,772.65,0.0,2008-12-08 00:00:00,,,33944.0,
772.85,780.3,762.6,776.65,0.0,2008-12-09 00:00:00,,,34975.0,
776.63,813.15,774.15,809.88,0.0,2008-12-10 00:00:00,,,36539.0,
809.9,834.72,802.13,821.2,0.0,2008-12-11 00:00:00,,,40735.0,
821.28,828.85,807.75,821.6,0.0,2008-12-12 00:00:00,,,42310.0,
823.6,842.98,821.3,837.98,0.0,2008-12-15 00:00:00,,,35831.0,
838.03,859.53,830.15,857.43,0.0,2008-12-16 00:00:00,,,35619.0,
857.45,881.75,846.28,867.4,0.0,2008-12-17 00:00:00,,,41278.0,
867.38,878.23,848.23,852.48,0.0,2008-12-18 00:00:00,,,37427.0,
852.53,853.38,829.75,836.43,0.0,2008-12-19 00:00:00,,,38079.0,
837.75,837.75,837.75,837.75,0.0,2008-12-21 00:00:00,,,1.0,
838.0,851.75,836.25,847.35,0.0,2008-12-22 00:00:00,,,31296.0,
847.38,848.68,829.35,839.95,0.0,2008-12-23 00:00:00,,,27575.0,
839.98,848.4,834.53,847.4,0.0,2008-12-24 00:00:00,,,17955.0,
847.75,872.58,842.85,868.5,0.0,2008-12-26 00:00:00,,,13525.0,
869.25,890.1,869.25,879.6,0.0,2008-12-29 00:00:00,,,36804.0,
879.58,883.75,863.55,872.95,0.0,2008-12-30 00:00:00,,,29267.0,
872.97,878.13,856.03,874.38,0.0,2008-12-31 00:00:00,,,21332.0,
873.13,880.0,867.55,874.97,0.0,2009-01-02 00:00:00,,,20828.0,
875.4,884.68,844.5,859.15,0.0,2009-01-05 00:00:00,,,38591.0,
859.13,869.88,839.1,863.5,0.0,2009-01-06 00:00:00,,,38267.0,
863.47,866.93,836.05,842.68,0.0,2009-01-07 00:00:00,,,39194.0,
842.7,864.36,836.58,856.65,0.0,2009-01-08 00:00:00,,,38670.0,
856.7,868.33,844.6,853.38,0.0,2009-01-09 00:00:00,,,35888.0,
853.55,853.55,853.55,853.55,0.0,2009-01-11 00:00:00,,,1.0,
855.0,856.6,815.08,820.45,0.0,2009-01-12 00:00:00,,,39409.0,
820.38,830.5,813.78,821.38,0.0,2009-01-13 00:00:00,,,36647.0,
821.33,829.13,806.7,811.18,0.0,2009-01-14 00:00:00,,,34754.0,
811.18,821.08,801.53,817.73,0.0,2009-01-15 00:00:00,,,39501.0,
817.73,843.13,815.53,842.55,0.0,2009-01-16 00:00:00,,,36501.0,
842.7,845.95,831.95,835.93,0.0,2009-01-19 00:00:00,,,18910.0,
835.95,866.13,823.4,856.53,0.0,2009-01-20 00:00:00,,,40337.0,
856.58,864.2,843.28,853.8,0.0,2009-01-21 00:00:00,,,34431.0,
853.83,862.88,843.65,856.7,0.0,2009-01-22 00:00:00,,,35966.0,
856.75,903.03,852.4,899.0,0.0,2009-01-23 00:00:00,,,43765.0,
899.3,915.98,888.47,902.75,0.0,2009-01-26 00:00:00,,,41395.0,
902.85,907.25,892.45,898.47,0.0,2009-01-27 00:00:00,,,35325.0,
898.6,903.2,882.43,887.45,0.0,2009-01-28 00:00:00,,,39742.0,
887.47,909.33,874.25,908.1,0.0,2009-01-29 00:00:00,,,35228.0,
908.15,929.48,901.08,927.0,0.0,2009-01-30 00:00:00,,,39738.0,
927.35,927.35,927.35,927.35,0.0,2009-02-01 00:00:00,,,1.0,
924.8,925.55,901.28,904.93,0.0,2009-02-02 00:00:00,,,39012.0,
904.95,912.7,889.0,899.9,0.0,2009-02-03 00:00:00,,,38201.0,
900.0,909.08,895.3,905.65,0.0,2009-02-04 00:00:00,,,33268.0,
905.68,924.14,902.03,914.4,0.0,2009-02-05 00:00:00,,,34469.0,
914.38,920.25,904.13,910.75,0.0,2009-02-06 00:00:00,,,30091.0,
910.45,911.65,890.62,894.23,0.0,2009-02-09 00:00:00,,,30949.0,
894.2,917.89,890.85,915.0,0.0,2009-02-10 00:00:00,,,35869.0,
915.03,947.33,910.7,938.73,0.0,2009-02-11 00:00:00,,,36381.0,
938.75,952.15,934.88,946.03,0.0,2009-02-12 00:00:00,,,37175.0,
946.05,946.93,932.0,941.48,0.0,2009-02-13 00:00:00,,,32773.0,
941.77,941.77,941.77,941.77,0.0,2009-02-15 00:00:00,,,1.0,
942.02,944.15,936.18,941.55,0.0,2009-02-16 00:00:00,,,15187.0,
941.53,974.18,939.98,969.95,0.0,2009-02-17 00:00:00,,,37912.0,
970.0,987.35,960.78,984.18,0.0,2009-02-18 00:00:00,,,38915.0,
984.2,986.33,968.22,974.13,0.0,2009-02-19 00:00:00,,,40569.0,
974.03,1005.98,970.2,992.4,0.0,2009-02-20 00:00:00,,,43135.0,
992.63,997.98,975.45,991.15,0.0,2009-02-23 00:00:00,,,39005.0,
991.25,995.5,959.45,961.98,0.0,2009-02-24 00:00:00,,,39590.0,
962.0,978.35,944.38,953.28,0.0,2009-02-25 00:00:00,,,45554.0,
953.33,956.65,932.25,945.55,0.0,2009-02-26 00:00:00,,,43966.0,
945.68,962.9,927.0,941.72,0.0,2009-02-27 00:00:00,,,45545.0,
939.9,940.0,939.9,940.0,0.0,2009-03-01 00:00:00,,,2.0,
939.5,958.15,921.48,925.48,0.0,2009-03-02 00:00:00,,,45162.0,
925.48,932.68,905.08,915.51,0.0,2009-03-03 00:00:00,,,41309.0,
915.43,922.73,900.0,906.08,0.0,2009-03-04 00:00:00,,,37030.0,
906.13,936.43,905.03,931.78,0.0,2009-03-05 00:00:00,,,38282.0,
931.78,944.68,930.08,938.7,0.0,2009-03-06 00:00:00,,,37323.0,
937.85,937.85,937.85,937.85,0.0,2009-03-08 00:00:00,,,1.0,
940.25,941.95,911.13,921.53,0.0,2009-03-09 00:00:00,,,33361.0,
921.68,922.53,891.33,896.48,0.0,2009-03-10 00:00:00,,,36347.0,
896.35,913.2,892.25,907.4,0.0,2009-03-11 00:00:00,,,33683.0,
906.7,930.78,905.73,927.43,0.0,2009-03-12 00:00:00,,,34101.0,
926.0,938.43,919.62,928.85,0.0,2009-03-13 00:00:00,,,30401.0,
927.1,929.1,927.1,929.1,0.0,2009-03-15 00:00:00,,,2.0,
927.63,929.58,915.45,923.1,0.0,2009-03-16 00:00:00,,,28891.0,
922.75,924.47,912.25,914.75,0.0,2009-03-17 00:00:00,,,25692.0,
914.72,948.6,883.78,940.25,0.0,2009-03-18 00:00:00,,,37624.0,
940.38,962.35,925.7,959.15,0.0,2009-03-19 00:00:00,,,45541.0,
959.1,966.7,946.45,951.5,0.0,2009-03-20 00:00:00,,,35471.0,
951.55,951.55,951.55,951.55,0.0,2009-03-22 00:00:00,,,1.0,
950.45,957.08,935.9,938.13,0.0,2009-03-23 00:00:00,,,33677.0,
937.7,944.03,916.86,926.65,0.0,2009-03-24 00:00:00,,,36080.0,
926.75,940.53,916.38,933.75,0.0,2009-03-25 00:00:00,,,36228.0,
933.95,945.6,931.8,933.8,0.0,2009-03-26 00:00:00,,,31079.0,
934.45,935.9,918.4,922.85,0.0,2009-03-27 00:00:00,,,28520.0,
922.7,922.7,922.7,922.7,0.0,2009-03-29 00:00:00,,,1.0,
924.2,932.1,908.45,917.28,0.0,2009-03-30 00:00:00,,,32021.0,
917.3,924.6,911.65,918.9,0.0,2009-03-31 00:00:00,,,30317.0,
918.93,932.92,916.58,926.68,0.0,2009-04-01 00:00:00,,,27149.0,
926.65,929.1,894.55,903.8,0.0,2009-04-02 00:00:00,,,34673.0,
903.8,909.3,890.58,892.55,0.0,2009-04-03 00:00:00,,,34236.0,
893.85,893.85,893.85,893.85,0.0,2009-04-05 00:00:00,,,1.0,
893.9,896.63,865.2,868.73,0.0,2009-04-06 00:00:00,,,35053.0,
868.75,884.98,868.43,880.95,0.0,2009-04-07 00:00:00,,,30665.0,
881.0,890.18,878.4,880.45,0.0,2009-04-08 00:00:00,,,27963.0,
880.47,886.25,874.78,878.7,0.0,2009-04-09 00:00:00,,,24708.0,
878.68,885.0,878.0,881.0,0.0,2009-04-10 00:00:00,,,549.0,
880.9,899.78,880.9,893.8,0.0,2009-04-13 00:00:00,,,14771.0,
893.78,898.3,885.7,890.3,0.0,2009-04-14 00:00:00,,,24369.0,
890.28,899.38,885.5,890.9,0.0,2009-04-15 00:00:00,,,25853.0,
890.95,893.5,871.85,875.4,0.0,2009-04-16 00:00:00,,,28652.0,
875.35,876.85,865.18,868.25,0.0,2009-04-17 00:00:00,,,23101.0,
868.5,869.68,866.8,868.7,0.0,2009-04-19 00:00:00,,,557.0,
868.55,888.22,864.5,884.18,0.0,2009-04-20 00:00:00,,,27317.0,
884.07,895.0,878.83,883.4,0.0,2009-04-21 00:00:00,,,28073.0,
883.4,893.03,881.75,889.65,0.0,2009-04-22 00:00:00,,,23889.0,
889.63,908.7,889.6,904.2,0.0,2009-04-23 00:00:00,,,26976.0,
904.2,913.85,902.3,912.4,0.0,2009-04-24 00:00:00,,,26496.0,
912.68,917.45,912.58,917.4,0.0,2009-04-26 00:00:00,,,503.0,
912.58,918.3,905.2,906.38,0.0,2009-04-27 00:00:00,,,25159.0,
906.4,906.7,884.25,893.2,0.0,2009-04-28 00:00:00,,,24905.0,
893.15,902.8,887.58,897.83,0.0,2009-04-29 00:00:00,,,23206.0,
897.85,899.82,880.65,888.1,0.0,2009-04-30 00:00:00,,,24191.0,
888.12,889.63,880.15,886.05,0.0,2009-05-01 00:00:00,,,21371.0,
886.8,906.95,884.65,901.8,0.0,2009-05-04 00:00:00,,,21053.0,
901.85,915.9,894.67,896.93,0.0,2009-05-05 00:00:00,,,25005.0,
896.95,912.15,895.2,910.9,0.0,2009-05-06 00:00:00,,,25723.0,
910.93,925.3,908.65,910.4,0.0,2009-05-07 00:00:00,,,27316.0,
910.4,919.8,905.0,915.9,0.0,2009-05-08 00:00:00,,,25100.0,
916.4,917.6,908.45,913.13,0.0,2009-05-11 00:00:00,,,20667.0,
913.1,924.1,911.9,922.7,0.0,2009-05-12 00:00:00,,,25585.0,
922.83,930.58,917.25,926.05,0.0,2009-05-13 00:00:00,,,28136.0,
926.08,928.35,920.1,925.5,0.0,2009-05-14 00:00:00,,,22264.0,
925.65,934.15,923.75,931.3,0.0,2009-05-15 00:00:00,,,21856.0,
931.05,933.47,915.05,918.08,0.0,2009-05-18 00:00:00,,,25288.0,
918.1,928.97,917.55,924.29,0.0,2009-05-19 00:00:00,,,23262.0,
924.32,940.47,923.82,938.55,0.0,2009-05-20 00:00:00,,,24306.0,
938.55,955.81,935.95,952.7,0.0,2009-05-21 00:00:00,,,26921.0,
952.7,961.42,949.95,956.85,0.0,2009-05-22 00:00:00,,,24354.0,
956.69,959.75,952.57,958.45,0.0,2009-05-25 00:00:00,,,9198.0,
958.53,958.6,941.05,951.5,0.0,2009-05-26 00:00:00,,,23546.0,
951.5,959.5,946.55,949.35,0.0,2009-05-27 00:00:00,,,26393.0,
949.38,964.95,943.95,959.2,0.0,2009-05-28 00:00:00,,,25741.0,
958.95,980.22,957.88,978.47,0.0,2009-05-29 00:00:00,,,27205.0,
978.93,979.6,975.45,976.25,0.0,2009-05-31 00:00:00,,,2.0,
979.03,988.75,973.3,974.95,0.0,2009-06-01 00:00:00,,,26341.0,
974.9,986.5,969.47,981.55,0.0,2009-06-02 00:00:00,,,25418.0,
981.58,989.97,960.47,963.1,0.0,2009-06-03 00:00:00,,,33144.0,
962.9,981.75,960.72,979.65,0.0,2009-06-04 00:00:00,,,28511.0,
979.55,983.85,952.55,954.88,0.0,2009-06-05 00:00:00,,,34483.0,
954.75,959.5,943.15,951.9,0.0,2009-06-08 00:00:00,,,23317.0,
951.93,962.15,947.25,954.55,0.0,2009-06-09 00:00:00,,,27665.0,
954.5,965.2,946.85,953.9,0.0,2009-06-10 00:00:00,,,28039.0,
953.83,961.75,942.55,954.7,0.0,2009-06-11 00:00:00,,,28763.0,
954.65,958.35,935.82,938.75,0.0,2009-06-12 00:00:00,,,25573.0,
938.8,939.73,925.94,928.1,0.0,2009-06-15 00:00:00,,,25231.0,
928.08,939.5,925.75,934.6,0.0,2009-06-16 00:00:00,,,26211.0,
934.58,940.15,927.78,938.05,0.0,2009-06-17 00:00:00,,,25932.0,
938.1,942.7,929.88,933.15,0.0,2009-06-18 00:00:00,,,24310.0,
933.15,938.8,930.6,933.4,0.0,2009-06-19 00:00:00,,,21118.0,
933.5,934.75,917.9,922.1,0.0,2009-06-22 00:00:00,,,22571.0,
922.18,926.99,912.83,925.4,0.0,2009-06-23 00:00:00,,,24636.0,
925.56,941.48,922.3,931.45,0.0,2009-06-24 00:00:00,,,26354.0,
931.39,940.1,929.97,939.0,0.0,2009-06-25 00:00:00,,,24486.0,
938.94,948.2,936.33,939.1,0.0,2009-06-26 00:00:00,,,22118.0,
938.55,942.65,933.55,937.7,0.0,2009-06-29 00:00:00,,,21058.0,
937.73,944.85,923.07,926.28,0.0,2009-06-30 00:00:00,,,22368.0,
926.3,946.4,925.5,940.4,0.0,2009-07-01 00:00:00,,,21563.0,
940.41,941.6,926.45,929.53,0.0,2009-07-02 00:00:00,,,19586.0,
929.55,934.22,927.8,932.5,0.0,2009-07-03 00:00:00,,,9316.0,
932.3,932.3,920.3,924.95,0.0,2009-07-06 00:00:00,,,19193.0,
924.95,931.75,921.05,924.4,0.0,2009-07-07 00:00:00,,,19499.0,
924.45,925.62,904.93,909.45,0.0,2009-07-08 00:00:00,,,24836.0,
909.5,918.6,906.38,912.03,0.0,2009-07-09 00:00:00,,,21272.0,
912.0,915.45,906.9,912.55,0.0,2009-07-10 00:00:00,,,21035.0,
912.65,923.25,907.8,920.05,0.0,2009-07-13 00:00:00,,,21331.0,
920.08,927.55,917.85,925.45,0.0,2009-07-14 00:00:00,,,18793.0,
