open,high,low,close,<SPREAD>,time,spread,real_volume,volume,tick_volume
266.75,268.1,266.25,268.1,0.0,2001-07-17 00:00:00,,,236.0,
268.1,271.6,266.75,271.0,0.0,2001-07-18 00:00:00,,,681.0,
270.75,272.35,267.25,269.8,0.0,2001-07-19 00:00:00,,,926.0,
268.75,271.85,268.35,270.3,0.0,2001-07-20 00:00:00,,,546.0,
270.15,270.8,268.25,269.1,0.0,2001-07-23 00:00:00,,,406.0,
268.6,270.65,267.95,270.0,0.0,2001-07-24 00:00:00,,,401.0,
269.5,270.25,266.75,268.2,0.0,2001-07-25 00:00:00,,,571.0,
267.5,269.0,265.35,266.7,0.0,2001-07-26 00:00:00,,,651.0,
266.2,268.45,265.0,267.8,0.0,2001-07-27 00:00:00,,,531.0,
267.6,268.75,264.45,265.5,0.0,2001-07-30 00:00:00,,,651.0,
265.0,267.65,264.0,267.1,0.0,2001-07-31 00:00:00,,,521.0,
266.6,269.25,265.9,268.2,0.0,2001-08-01 00:00:00,,,511.0,
267.7,269.1,266.65,268.3,0.0,2001-08-02 00:00:00,,,431.0,
267.8,269.55,266.25,268.8,0.0,2001-08-03 00:00:00,,,561.0,
268.5,269.25,266.65,268.0,0.0,2001-08-06 00:00:00,,,471.0,
267.15,268.45,265.75,267.9,0.0,2001-08-07 00:00:00,,,466.0,
267.4,269.25,265.75,268.6,0.0,2001-08-08 00:00:00,,,581.0,
267.6,273.9,266.6,273.9,0.0,2001-08-09 00:00:00,,,831.0,
273.9,277.55,272.1,274.8,0.0,2001-08-10 00:00:00,,,1001.0,
273.5,277.9,273.5,276.2,0.0,2001-08-13 00:00:00,,,611.0,
275.2,276.5,273.0,276.5,0.0,2001-08-14 00:00:00,,,571.0,
276.5,278.45,274.25,276.1,0.0,2001-08-15 00:00:00,,,801.0,
275.6,277.35,274.15,275.6,0.0,2001-08-16 00:00:00,,,641.0,
275.1,281.7,274.4,279.5,0.0,2001-08-17 00:00:00,,,1021.0,
279.0,280.05,275.35,276.3,0.0,2001-08-20 00:00:00,,,671.0,
275.8,279.0,273.45,275.3,0.0,2001-08-21 00:00:00,,,1061.0,
274.8,278.55,273.95,275.0,0.0,2001-08-22 00:00:00,,,901.0,
274.5,276.9,273.75,275.6,0.0,2001-08-23 00:00:00,,,521.0,
275.1,276.35,271.55,273.1,0.0,2001-08-24 00:00:00,,,761.0,
272.25,274.95,270.95,273.1,0.0,2001-08-27 00:00:00,,,716.0,
272.55,273.25,270.15,272.55,0.0,2001-08-28 00:00:00,,,621.0,
272.0,274.85,271.7,273.9,0.0,2001-08-29 00:00:00,,,441.0,
273.0,275.05,271.75,275.05,0.0,2001-08-30 00:00:00,,,456.0,
274.95,276.75,271.95,274.7,0.0,2001-08-31 00:00:00,,,936.0,
274.45,274.95,272.6,273.75,0.0,2001-09-03 00:00:00,,,401.0,
273.25,274.25,270.75,272.4,0.0,2001-09-04 00:00:00,,,616.0,
271.55,273.25,270.7,272.3,0.0,2001-09-05 00:00:00,,,436.0,
271.8,274.15,270.75,273.4,0.0,2001-09-06 00:00:00,,,521.0,
272.9,275.25,271.7,273.4,0.0,2001-09-07 00:00:00,,,661.0,
273.0,274.1,270.45,272.0,0.0,2001-09-10 00:00:00,,,631.0,
271.5,296.0,270.8,287.0,0.0,2001-09-11 00:00:00,,,3491.0,
286.0,293.0,275.5,278.5,0.0,2001-09-12 00:00:00,,,2751.0,
278.0,284.0,275.5,281.5,0.0,2001-09-13 00:00:00,,,1351.0,
281.0,291.0,278.0,285.8,0.0,2001-09-14 00:00:00,,,2121.0,
288.0,296.0,283.75,290.5,0.0,2001-09-17 00:00:00,,,2201.0,
289.4,292.0,285.12,288.0,0.0,2001-09-18 00:00:00,,,1237.0,
287.5,293.3,286.0,290.4,0.0,2001-09-19 00:00:00,,,1171.0,
289.9,291.5,286.9,288.9,0.0,2001-09-20 00:00:00,,,821.0,
288.4,296.1,287.5,291.7,0.0,2001-09-21 00:00:00,,,1391.0,
290.5,293.5,286.7,289.5,0.0,2001-09-24 00:00:00,,,1261.0,
289.0,291.25,286.5,290.0,0.0,2001-09-25 00:00:00,,,851.0,
289.5,294.4,286.75,293.3,0.0,2001-09-26 00:00:00,,,1151.0,
292.8,293.93,288.5,292.2,0.0,2001-09-27 00:00:00,,,1027.0,
291.7,294.65,289.4,293.45,0.0,2001-09-28 00:00:00,,,876.0,
292.0,293.7,289.8,291.95,0.0,2001-10-01 00:00:00,,,776.0,
291.45,293.5,288.3,289.7,0.0,2001-10-02 00:00:00,,,866.0,
289.2,293.5,288.62,289.7,0.0,2001-10-03 00:00:00,,,927.0,
289.2,292.7,288.1,290.1,0.0,2001-10-04 00:00:00,,,831.0,
289.6,292.88,289.5,291.2,0.0,2001-10-05 00:00:00,,,517.0,
290.75,294.62,290.2,292.15,0.0,2001-10-08 00:00:00,,,745.0,
291.65,293.5,287.5,288.25,0.0,2001-10-09 00:00:00,,,861.0,
287.75,291.25,283.5,285.1,0.0,2001-10-10 00:00:00,,,1286.0,
284.6,288.7,279.7,281.5,0.0,2001-10-11 00:00:00,,,1491.0,
282.2,286.6,281.0,284.7,0.0,2001-10-12 00:00:00,,,871.0,
284.2,286.25,280.9,281.7,0.0,2001-10-15 00:00:00,,,821.0,
281.3,284.25,280.3,281.6,0.0,2001-10-16 00:00:00,,,761.0,
281.1,285.0,280.55,282.7,0.0,2001-10-17 00:00:00,,,731.0,
282.2,284.3,277.3,279.7,0.0,2001-10-18 00:00:00,,,1151.0,
279.2,283.6,277.2,279.9,0.0,2001-10-19 00:00:00,,,1211.0,
279.4,280.0,274.7,275.8,0.0,2001-10-22 00:00:00,,,701.0,
275.3,278.7,273.95,276.2,0.0,2001-10-23 00:00:00,,,861.0,
275.7,277.2,274.77,275.6,0.0,2001-10-24 00:00:00,,,477.0,
275.2,278.07,274.6,277.5,0.0,2001-10-25 00:00:00,,,465.0,
276.5,278.4,276.0,277.6,0.0,2001-10-26 00:00:00,,,371.0,
277.1,279.9,276.65,279.4,0.0,2001-10-29 00:00:00,,,421.0,
278.9,282.0,278.6,280.75,0.0,2001-10-30 00:00:00,,,496.0,
280.25,282.5,277.8,279.75,0.0,2001-10-31 00:00:00,,,891.0,
279.25,281.8,278.15,279.9,0.0,2001-11-01 00:00:00,,,666.0,
279.05,281.3,278.8,280.2,0.0,2001-11-02 00:00:00,,,386.0,
279.7,280.65,277.35,279.3,0.0,2001-11-05 00:00:00,,,621.0,
278.3,280.4,277.85,280.4,0.0,2001-11-06 00:00:00,,,301.0,
280.25,281.6,278.6,281.0,0.0,2001-11-07 00:00:00,,,526.0,
280.3,281.25,276.05,277.3,0.0,2001-11-08 00:00:00,,,741.0,
276.8,280.8,276.0,277.95,0.0,2001-11-09 00:00:00,,,846.0,
277.2,282.5,277.0,278.65,0.0,2001-11-12 00:00:00,,,956.0,
278.15,280.6,275.6,277.8,0.0,2001-11-13 00:00:00,,,966.0,
277.3,280.05,276.55,278.0,0.0,2001-11-14 00:00:00,,,631.0,
277.6,278.6,274.15,275.6,0.0,2001-11-15 00:00:00,,,691.0,
275.1,277.35,273.45,275.1,0.0,2001-11-16 00:00:00,,,781.0,
274.6,276.25,271.85,273.0,0.0,2001-11-19 00:00:00,,,721.0,
272.6,275.0,272.05,273.75,0.0,2001-11-20 00:00:00,,,476.0,
273.0,274.35,271.7,273.4,0.0,2001-11-21 00:00:00,,,491.0,
272.8,274.05,271.85,273.1,0.0,2001-11-22 00:00:00,,,411.0,
272.6,273.9,272.0,273.15,0.0,2001-11-23 00:00:00,,,326.0,
272.8,274.1,272.0,273.2,0.0,2001-11-26 00:00:00,,,381.0,
272.8,274.4,272.25,273.7,0.0,2001-11-27 00:00:00,,,341.0,
273.3,275.9,273.1,274.8,0.0,2001-11-28 00:00:00,,,411.0,
274.2,276.35,273.05,274.5,0.0,2001-11-29 00:00:00,,,631.0,
273.4,276.55,273.1,274.65,0.0,2001-11-30 00:00:00,,,566.0,
274.15,278.7,274.0,277.6,0.0,2001-12-03 00:00:00,,,596.0,
277.1,278.05,275.05,276.0,0.0,2001-12-04 00:00:00,,,491.0,
275.5,277.1,273.25,274.7,0.0,2001-12-05 00:00:00,,,691.0,
273.8,277.1,273.1,275.05,0.0,2001-12-06 00:00:00,,,676.0,
274.0,275.75,273.25,274.8,0.0,2001-12-07 00:00:00,,,421.0,
274.3,275.2,270.95,273.0,0.0,2001-12-10 00:00:00,,,721.0,
272.6,273.75,271.35,273.1,0.0,2001-12-11 00:00:00,,,431.0,
272.0,274.3,271.9,274.3,0.0,2001-12-12 00:00:00,,,251.0,
273.8,274.25,273.25,274.25,0.0,2001-12-13 00:00:00,,,156.0,
274.25,279.95,273.55,278.7,0.0,2001-12-14 00:00:00,,,836.0,
277.35,279.3,276.15,278.6,0.0,2001-12-17 00:00:00,,,506.0,
278.0,281.75,277.55,280.7,0.0,2001-12-18 00:00:00,,,571.0,
280.2,280.8,274.85,276.4,0.0,2001-12-19 00:00:00,,,811.0,
275.9,279.85,274.0,276.6,0.0,2001-12-20 00:00:00,,,1101.0,
276.1,280.0,275.6,278.4,0.0,2001-12-21 00:00:00,,,651.0,
277.7,279.38,276.9,278.3,0.0,2001-12-24 00:00:00,,,437.0,
277.8,280.75,277.5,279.0,0.0,2001-12-25 00:00:00,,,531.0,
278.5,280.5,277.7,279.5,0.0,2001-12-26 00:00:00,,,461.0,
279.0,281.25,276.35,277.3,0.0,2001-12-27 00:00:00,,,811.0,
276.8,278.8,275.55,276.8,0.0,2001-12-28 00:00:00,,,651.0,
275.9,279.6,275.65,279.2,0.0,2001-12-31 00:00:00,,,461.0,
278.2,278.7,276.7,278.7,0.0,2002-01-01 00:00:00,,,351.0,
278.7,279.95,277.35,279.0,0.0,2002-01-02 00:00:00,,,491.0,
278.5,280.75,276.55,278.7,0.0,2002-01-03 00:00:00,,,821.0,
278.05,280.15,276.8,279.2,0.0,2002-01-04 00:00:00,,,556.0,
278.4,281.01,276.9,279.0,0.0,2002-01-07 00:00:00,,,763.0,
278.5,280.5,277.75,279.3,0.0,2002-01-08 00:00:00,,,471.0,
278.8,285.15,278.2,284.45,0.0,2002-01-09 00:00:00,,,826.0,
283.6,290.0,282.3,286.65,0.0,2002-01-10 00:00:00,,,1236.0,
286.15,288.65,285.15,287.8,0.0,2002-01-11 00:00:00,,,536.0,
286.6,287.85,284.35,285.4,0.0,2002-01-14 00:00:00,,,581.0,
285.0,286.0,282.55,284.9,0.0,2002-01-15 00:00:00,,,681.0,
284.4,290.0,283.05,287.4,0.0,2002-01-16 00:00:00,,,1091.0,
287.15,289.35,283.55,284.3,0.0,2002-01-17 00:00:00,,,876.0,
283.8,285.3,282.45,283.8,0.0,2002-01-18 00:00:00,,,571.0,
283.3,284.55,281.5,282.8,0.0,2002-01-21 00:00:00,,,561.0,
282.3,284.55,280.5,281.85,0.0,2002-01-22 00:00:00,,,766.0,
281.4,283.5,278.15,279.5,0.0,2002-01-23 00:00:00,,,881.0,
279.0,280.35,277.35,279.5,0.0,2002-01-24 00:00:00,,,551.0,
278.25,279.2,277.75,279.2,0.0,2002-01-25 00:00:00,,,196.0,
279.2,280.4,277.95,279.0,0.0,2002-01-28 00:00:00,,,471.0,
277.9,281.7,276.6,281.7,0.0,2002-01-29 00:00:00,,,641.0,
281.7,284.5,279.2,282.2,0.0,2002-01-30 00:00:00,,,1011.0,
281.2,282.95,280.75,282.95,0.0,2002-01-31 00:00:00,,,266.0,
282.7,287.7,281.45,286.5,0.0,2002-02-01 00:00:00,,,871.0,
285.25,291.6,284.9,291.6,0.0,2002-02-04 00:00:00,,,706.0,
290.1,299.5,289.1,297.8,0.0,2002-02-05 00:00:00,,,1311.0,
297.45,307.5,295.5,297.0,0.0,2002-02-06 00:00:00,,,2356.0,
296.38,303.0,296.38,303.0,0.0,2002-02-07 00:00:00,,,663.0,
301.5,309.3,299.6,304.0,0.0,2002-02-08 00:00:00,,,1691.0,
303.5,305.8,297.1,299.5,0.0,2002-02-11 00:00:00,,,1341.0,
299.0,302.75,296.9,300.5,0.0,2002-02-12 00:00:00,,,1021.0,
300.0,301.4,295.1,299.75,0.0,2002-02-13 00:00:00,,,1236.0,
299.25,301.2,297.4,300.2,0.0,2002-02-14 00:00:00,,,666.0,
299.4,302.8,297.4,298.1,0.0,2002-02-15 00:00:00,,,951.0,
298.5,299.88,296.38,298.0,0.0,2002-02-18 00:00:00,,,651.0,
297.5,299.35,292.0,293.35,0.0,2002-02-19 00:00:00,,,1056.0,
292.85,294.9,290.3,291.7,0.0,2002-02-20 00:00:00,,,806.0,
291.2,294.5,289.55,293.0,0.0,2002-02-21 00:00:00,,,811.0,
292.5,295.12,291.1,293.0,0.0,2002-02-22 00:00:00,,,755.0,
292.75,293.8,290.4,292.8,0.0,2002-02-25 00:00:00,,,676.0,
292.3,298.55,291.68,298.0,0.0,2002-02-26 00:00:00,,,805.0,
297.5,300.12,295.15,296.6,0.0,2002-02-27 00:00:00,,,905.0,
296.6,298.55,295.4,296.8,0.0,2002-02-28 00:00:00,,,611.0,
296.3,300.05,294.75,298.4,0.0,2002-03-01 00:00:00,,,851.0,
297.6,300.62,296.35,297.1,0.0,2002-03-04 00:00:00,,,805.0,
296.6,300.0,293.55,294.55,0.0,2002-03-05 00:00:00,,,1086.0,
293.8,295.55,292.1,293.75,0.0,2002-03-06 00:00:00,,,686.0,
293.15,294.15,289.05,289.8,0.0,2002-03-07 00:00:00,,,686.0,
289.3,290.85,287.4,290.0,0.0,2002-03-08 00:00:00,,,621.0,
289.35,293.45,288.9,290.95,0.0,2002-03-11 00:00:00,,,751.0,
290.45,295.15,290.0,294.1,0.0,2002-03-12 00:00:00,,,666.0,
293.6,295.4,292.45,293.6,0.0,2002-03-13 00:00:00,,,591.0,
293.1,294.3,290.05,291.5,0.0,2002-03-14 00:00:00,,,691.0,
291.0,292.15,288.85,290.3,0.0,2002-03-15 00:00:00,,,591.0,
289.8,293.38,289.5,292.8,0.0,2002-03-18 00:00:00,,,477.0,
292.3,294.55,291.35,293.45,0.0,2002-03-19 00:00:00,,,526.0,
292.95,293.8,291.2,292.6,0.0,2002-03-20 00:00:00,,,486.0,
292.1,294.15,291.6,293.4,0.0,2002-03-21 00:00:00,,,381.0,
292.9,298.38,292.6,298.0,0.0,2002-03-22 00:00:00,,,647.0,
297.4,299.3,296.6,298.6,0.0,2002-03-25 00:00:00,,,421.0,
297.75,298.75,295.35,297.0,0.0,2002-03-26 00:00:00,,,606.0,
296.75,303.8,295.85,302.5,0.0,2002-03-27 00:00:00,,,1016.0,
302.0,305.27,300.0,302.9,0.0,2002-03-28 00:00:00,,,965.0,
302.4,304.0,301.75,302.75,0.0,2002-03-29 00:00:00,,,416.0,
301.75,303.1,300.45,303.1,0.0,2002-04-01 00:00:00,,,396.0,
303.1,307.2,301.88,306.1,0.0,2002-04-02 00:00:00,,,765.0,
305.6,307.45,300.8,302.8,0.0,2002-04-03 00:00:00,,,1051.0,
302.3,303.5,298.45,301.25,0.0,2002-04-04 00:00:00,,,906.0,
300.75,302.75,297.75,300.3,0.0,2002-04-05 00:00:00,,,956.0,
299.85,301.75,297.95,300.75,0.0,2002-04-08 00:00:00,,,671.0,
300.25,300.8,297.75,298.8,0.0,2002-04-09 00:00:00,,,466.0,
298.3,302.65,296.75,301.5,0.0,2002-04-10 00:00:00,,,861.0,
301.0,303.75,298.5,302.9,0.0,2002-04-11 00:00:00,,,861.0,
301.65,301.9,299.7,301.9,0.0,2002-04-12 00:00:00,,,416.0,
301.9,303.2,299.15,300.1,0.0,2002-04-15 00:00:00,,,631.0,
299.6,300.5,297.15,299.25,0.0,2002-04-16 00:00:00,,,636.0,
298.75,303.15,297.6,302.3,0.0,2002-04-17 00:00:00,,,756.0,
301.8,306.6,301.0,303.9,0.0,2002-04-18 00:00:00,,,911.0,
303.4,305.8,300.7,302.6,0.0,2002-04-19 00:00:00,,,941.0,
302.0,305.0,301.35,303.15,0.0,2002-04-22 00:00:00,,,616.0,
302.5,305.05,301.5,303.9,0.0,2002-04-23 00:00:00,,,571.0,
303.4,306.05,303.0,304.3,0.0,2002-04-24 00:00:00,,,521.0,
304.05,309.6,303.55,307.9,0.0,2002-04-25 00:00:00,,,826.0,
307.65,312.5,305.6,311.6,0.0,2002-04-26 00:00:00,,,986.0,
310.75,313.0,308.0,311.55,0.0,2002-04-29 00:00:00,,,921.0,
311.05,311.85,306.55,308.7,0.0,2002-04-30 00:00:00,,,826.0,
308.2,311.35,306.7,309.35,0.0,2002-05-01 00:00:00,,,816.0,
308.6,309.75,306.35,308.1,0.0,2002-05-02 00:00:00,,,631.0,
307.6,313.85,307.05,312.2,0.0,2002-05-03 00:00:00,,,901.0,
311.5,313.7,310.0,311.7,0.0,2002-05-06 00:00:00,,,721.0,
311.2,314.4,308.6,311.8,0.0,2002-05-07 00:00:00,,,1101.0,
311.3,313.55,307.55,308.5,0.0,2002-05-08 00:00:00,,,921.0,
308.0,310.75,307.55,309.8,0.0,2002-05-09 00:00:00,,,461.0,
309.3,312.45,308.6,311.3,0.0,2002-05-10 00:00:00,,,571.0,
310.6,312.25,308.85,311.2,0.0,2002-05-13 00:00:00,,,621.0,
310.5,311.35,306.45,307.9,0.0,2002-05-14 00:00:00,,,721.0,
306.9,308.8,305.95,308.8,0.0,2002-05-15 00:00:00,,,381.0,
308.8,311.15,308.1,310.1,0.0,2002-05-16 00:00:00,,,481.0,
309.9,312.65,308.75,311.3,0.0,2002-05-17 00:00:00,,,641.0,
310.6,317.15,309.75,316.2,0.0,2002-05-20 00:00:00,,,921.0,
315.7,317.75,311.5,316.4,0.0,2002-05-21 00:00:00,,,1181.0,
315.7,320.35,315.1,317.9,0.0,2002-05-22 00:00:00,,,831.0,
317.4,324.48,315.0,322.3,0.0,2002-05-23 00:00:00,,,1407.0,
321.8,323.25,317.3,320.8,0.0,2002-05-24 00:00:00,,,1091.0,
320.3,322.25,319.7,320.5,0.0,2002-05-27 00:00:00,,,491.0,
320.0,329.1,319.5,324.6,0.0,2002-05-28 00:00:00,,,1461.0,
324.35,328.05,322.6,325.3,0.0,2002-05-29 00:00:00,,,996.0,
324.7,327.3,321.0,325.3,0.0,2002-05-30 00:00:00,,,1201.0,
324.7,330.25,323.5,326.8,0.0,2002-05-31 00:00:00,,,1141.0,
326.3,329.05,324.45,327.4,0.0,2002-06-03 00:00:00,,,811.0,
328.1,332.15,323.75,325.2,0.0,2002-06-04 00:00:00,,,1391.0,
324.6,327.95,319.75,321.7,0.0,2002-06-05 00:00:00,,,1351.0,
320.9,325.4,320.8,325.4,0.0,2002-06-06 00:00:00,,,471.0,
325.35,328.3,322.1,324.2,0.0,2002-06-07 00:00:00,,,1126.0,
324.6,325.6,317.25,319.3,0.0,2002-06-10 00:00:00,,,1141.0,
318.8,321.85,315.45,321.3,0.0,2002-06-11 00:00:00,,,1031.0,
320.6,322.6,318.5,319.5,0.0,2002-06-12 00:00:00,,,711.0,
319.0,322.0,316.4,318.4,0.0,2002-06-13 00:00:00,,,1061.0,
317.75,323.65,317.6,319.6,0.0,2002-06-14 00:00:00,,,1026.0,
319.1,321.0,316.6,317.1,0.0,2002-06-17 00:00:00,,,681.0,
316.7,319.8,316.25,319.8,0.0,2002-06-18 00:00:00,,,401.0,
320.0,322.9,318.55,321.1,0.0,2002-06-19 00:00:00,,,761.0,
320.85,325.0,318.9,324.2,0.0,2002-06-20 00:00:00,,,886.0,
323.7,325.6,321.95,324.9,0.0,2002-06-21 00:00:00,,,611.0,
324.4,327.3,322.0,322.9,0.0,2002-06-24 00:00:00,,,911.0,
322.5,326.1,317.5,321.7,0.0,2002-06-25 00:00:00,,,1641.0,
321.2,326.1,318.9,319.5,0.0,2002-06-26 00:00:00,,,1271.0,
319.0,322.3,316.1,318.5,0.0,2002-06-27 00:00:00,,,1191.0,
318.25,321.5,309.9,314.7,0.0,2002-06-28 00:00:00,,,1966.0,
313.7,314.9,310.9,314.9,0.0,2002-07-01 00:00:00,,,681.0,
314.65,316.4,312.2,313.2,0.0,2002-07-02 00:00:00,,,696.0,
312.7,314.85,310.0,311.4,0.0,2002-07-03 00:00:00,,,841.0,
310.9,312.1,310.3,311.0,0.0,2002-07-04 00:00:00,,,351.0,
310.55,312.0,310.5,311.8,0.0,2002-07-05 00:00:00,,,176.0,
311.2,315.0,309.9,313.1,0.0,2002-07-08 00:00:00,,,831.0,
312.6,317.6,310.0,316.9,0.0,2002-07-09 00:00:00,,,1091.0,
316.4,317.7,313.9,316.3,0.0,2002-07-10 00:00:00,,,751.0,
315.7,318.5,313.2,316.8,0.0,2002-07-11 00:00:00,,,951.0,
316.3,317.5,314.8,316.3,0.0,2002-07-12 00:00:00,,,541.0,
315.7,320.9,315.7,318.4,0.0,2002-07-15 00:00:00,,,771.0,
317.8,321.35,316.0,318.5,0.0,2002-07-16 00:00:00,,,1001.0,
318.0,319.1,315.5,318.0,0.0,2002-07-17 00:00:00,,,721.0,
317.0,317.7,316.25,317.7,0.0,2002-07-18 00:00:00,,,221.0,
317.7,326.4,316.5,324.2,0.0,2002-07-19 00:00:00,,,1331.0,
323.7,326.23,321.9,323.4,0.0,2002-07-22 00:00:00,,,837.0,
322.9,323.8,311.2,313.25,0.0,2002-07-23 00:00:00,,,1556.0,
312.9,319.5,306.6,311.5,0.0,2002-07-24 00:00:00,,,2441.0,
311.0,312.6,308.0,310.6,0.0,2002-07-25 00:00:00,,,881.0,
310.0,312.5,300.5,304.0,0.0,2002-07-26 00:00:00,,,1801.0,
304.2,305.0,301.0,302.9,0.0,2002-07-29 00:00:00,,,671.0,
302.4,306.4,301.5,305.35,0.0,2002-07-30 00:00:00,,,686.0,
304.5,306.5,302.0,303.8,0.0,2002-07-31 00:00:00,,,831.0,
303.3,305.7,298.45,304.9,0.0,2002-08-01 00:00:00,,,1291.0,
304.4,308.5,303.5,307.4,0.0,2002-08-02 00:00:00,,,701.0,
307.1,310.35,305.2,308.4,0.0,2002-08-05 00:00:00,,,901.0,
307.9,308.5,304.7,306.6,0.0,2002-08-06 00:00:00,,,631.0,
306.1,316.05,303.7,314.3,0.0,2002-08-07 00:00:00,,,1651.0,
313.8,315.2,310.1,310.9,0.0,2002-08-08 00:00:00,,,731.0,
310.4,315.6,308.05,314.8,0.0,2002-08-09 00:00:00,,,1071.0,
314.3,318.5,313.15,314.6,0.0,2002-08-12 00:00:00,,,1041.0,
313.5,315.4,313.3,315.4,0.0,2002-08-13 00:00:00,,,231.0,
315.4,318.0,310.8,312.0,0.0,2002-08-14 00:00:00,,,1101.0,
311.4,316.7,311.2,315.2,0.0,2002-08-15 00:00:00,,,721.0,
314.7,315.85,312.1,314.2,0.0,2002-08-16 00:00:00,,,701.0,
313.7,316.4,304.3,307.0,0.0,2002-08-19 00:00:00,,,1751.0,
306.5,310.75,305.9,309.3,0.0,2002-08-20 00:00:00,,,691.0,
309.2,310.2,305.5,308.3,0.0,2002-08-21 00:00:00,,,851.0,
307.8,308.4,304.6,307.4,0.0,2002-08-22 00:00:00,,,721.0,
306.8,307.85,303.95,307.3,0.0,2002-08-23 00:00:00,,,731.0,
306.7,311.1,306.2,309.8,0.0,2002-08-26 00:00:00,,,671.0,
309.2,313.6,308.15,313.0,0.0,2002-08-27 00:00:00,,,711.0,
312.5,313.1,309.2,310.5,0.0,2002-08-28 00:00:00,,,581.0,
309.3,313.7,307.0,313.7,0.0,2002-08-29 00:00:00,,,901.0,
313.7,315.3,311.4,313.0,0.0,2002-08-30 00:00:00,,,711.0,
312.5,313.15,311.65,312.5,0.0,2002-09-02 00:00:00,,,301.0,
312.0,315.2,310.9,314.4,0.0,2002-09-03 00:00:00,,,621.0,
313.8,316.5,312.3,315.0,0.0,2002-09-04 00:00:00,,,721.0,
314.0,319.0,313.45,319.0,0.0,2002-09-05 00:00:00,,,611.0,
319.0,322.1,317.6,320.5,0.0,2002-09-06 00:00:00,,,751.0,
319.9,324.6,318.8,321.5,0.0,2002-09-09 00:00:00,,,1001.0,
321.0,321.7,317.1,318.0,0.0,2002-09-10 00:00:00,,,621.0,
317.5,319.0,314.4,317.6,0.0,2002-09-11 00:00:00,,,911.0,
317.1,320.5,316.4,319.35,0.0,2002-09-12 00:00:00,,,596.0,
318.8,320.6,315.4,317.1,0.0,2002-09-13 00:00:00,,,871.0,
316.55,318.5,314.6,317.45,0.0,2002-09-16 00:00:00,,,1556.0,
315.75,318.02,313.5,317.75,0.0,2002-09-17 00:00:00,,,1575.0,
318.35,321.6,316.3,320.17,0.0,2002-09-18 00:00:00,,,1887.0,
320.37,323.82,319.32,323.27,0.0,2002-09-19 00:00:00,,,2015.0,
323.05,324.5,320.5,322.15,0.0,2002-09-20 00:00:00,,,1459.0,
322.15,325.1,320.9,322.75,0.0,2002-09-23 00:00:00,,,1590.0,
322.22,328.3,322.2,326.15,0.0,2002-09-24 00:00:00,,,2115.0,
326.25,326.8,322.0,322.25,0.0,2002-09-25 00:00:00,,,1213.0,
322.47,323.75,318.5,320.05,0.0,2002-09-26 00:00:00,,,1529.0,
319.9,322.3,318.8,319.95,0.0,2002-09-27 00:00:00,,,1386.0,
320.25,325.5,319.4,324.17,0.0,2002-09-30 00:00:00,,,1422.0,
